日期,开盘价,最高价,最低价,收盘价,成交量,成交额
2025-06-11,933.885,948.501,933.885,936.742,4193245100,74053430000.0
2025-06-12,932.61,944.284,927.914,941.007,3716771600,63479272000.0
2025-06-13,934.886,938.919,922.131,922.392,4148427400,68415768000.0
2025-06-16,918.124,929.842,918.124,929.732,2890411600,47220508000.0
2025-06-17,931.482,945.947,931.443,940.485,3630157500,59921376000.0
2025-06-18,936.205,942.727,923.01,940.975,3546163600,56528549000.0
2025-06-19,938.55,962.265,931.605,934.631,4353437100,73022526000.0
2025-06-20,934.011,958.767,934.011,940.414,4186192600,69114144000.0
2025-06-23,933.64,966.912,932.29,966.806,4995679800,81543121000.0
2025-06-24,968.878,1010.87,967.986,1009.808,7099045800,123111968000.0
2025-06-25,1013.533,1027.187,1013.183,1023.177,7528554900,134247150000.0
2025-06-26,1022.45,1044.222,1022.45,1023.885,7974514100,133345506000.0
2025-06-27,1031.794,1045.405,1019.351,1022.415,7567500000,118695301000.0
2025-06-30,1024.749,1033.358,1018.058,1033.34,6542155800,98043127000.0
2025-07-01,1032.567,1033.414,1011.789,1031.053,6914534900,101388463000.0
2025-07-02,1025.6,1025.948,1015.526,1021.673,5466582200,81545020000.0
2025-07-03,1021.391,1041.517,1011.351,1039.798,6063275200,100200026000.0
2025-07-04,1036.37,1036.373,1015.546,1016.301,5881784600,93918434000.0
2025-07-07,1013.277,1023.979,1013.277,1020.08,4399927400,67086637000.0
2025-07-08,1020.03,1035.239,1018.397,1033.77,5382705500,86447186000.0
2025-07-09,1035.452,1038.238,1022.054,1024.811,5387466800,86451167000.0
2025-07-10,1023.865,1029.315,1017.781,1023.4,4588571800,74593883000.0
2025-07-11,1022.333,1028.405,1014.354,1022.654,5209292300,88518570000.0
2025-07-14,1022.86,1031.611,1022.644,1026.466,4448220300,73849588000.0
2025-07-15,1024.706,1030.159,1006.759,1015.621,5216879000,82335838000.0
2025-07-16,1017.195,1022.972,1012.654,1016.891,3952270600,64563583000.0
2025-07-17,1017.159,1032.763,1013.401,1032.763,4581052200,78258001000.0
2025-07-18,1034.892,1047.462,1034.892,1040.778,5658124100,96054756000.0
2025-07-21,1041.469,1053.222,1037.352,1053.037,5658129500,97425678000.0
2025-07-22,1052.722,1068.007,1049.278,1060.877,6291044800,116245968000.0
2025-07-23,1059.537,1059.672,1045.098,1046.662,5872383200,100328920000.0
2025-07-24,1046.373,1066.142,1046.373,1065.91,5864518400,110716816000.0
2025-07-25,1066.818,1068.253,1061.335,1064.912,5097448600,94491901000.0
2025-07-28,1065.4,1084.372,1064.612,1084.271,5660873700,108076881000.0
2025-07-29,1082.699,1090.369,1075.823,1083.975,5950615100,107354682000.0
2025-07-30,1083.034,1083.034,1054.64,1063.163,5491503700,106654191000.0
2025-07-31,1060.404,1074.125,1051.21,1054.971,5398322100,105330944000.0
2025-08-01,1054.292,1067.309,1052.679,1057.412,4578118500,81286546000.0
2025-08-04,1052.285,1074.082,1048.278,1074.082,4079255800,75194337000.0
2025-08-05,1077.738,1085.357,1077.426,1082.908,4783033800,83827477000.0
2025-08-06,1083.068,1095.963,1078.554,1095.963,5149621700,90916773000.0
2025-08-07,1097.139,1100.25,1083.047,1089.994,5593294900,100033631000.0
2025-08-08,1088.721,1093.417,1085.169,1088.571,5070572100,94432182000.0
2025-08-11,1098.706,1119.981,1096.972,1118.314,6242608000,121328530000.0
2025-08-12,1120.723,1120.723,1102.277,1115.31,6066760800,122564652000.0
2025-08-13,1115.981,1130.414,1115.981,1130.414,6863379300,134027193000.0
2025-08-14,1132.877,1133.433,1104.883,1107.026,6998505600,132009990000.0
2025-08-15,1106.209,1139.234,1106.209,1139.168,7143748200,132169371000.0
2025-08-18,1148.296,1166.498,1142.694,1160.217,8251905100,162147540000.0
2025-08-19,1160.958,1172.361,1150.418,1165.363,7321424900,144457270000.0
2025-08-20,1161.695,1173.058,1153.122,1173.058,7126148300,134594940000.0
2025-08-21,1174.126,1176.232,1150.621,1156.32,6720118200,123977963000.0
2025-08-22,1155.599,1167.592,1155.599,1167.491,6326393400,127780806000.0
2025-08-25,1174.522,1190.212,1170.176,1183.592,8760426700,170081890000.0
2025-08-26,1181.09,1190.715,1173.583,1182.976,7076852800,138181770000.0
2025-08-27,1182.879,1196.164,1155.686,1155.686,8433574400,169266560000.0
2025-08-28,1153.812,1166.106,1123.565,1162.107,7929946100,151467810000.0
2025-08-29,1163.562,1201.763,1157.148,1186.923,8776589800,203881080000.0
2025-09-01,1191.616,1206.498,1186.769,1206.3,8506241600,191534690000.0
2025-09-02,1208.046,1215.11,1184.192,1193.444,8883267700,199336330000.0
2025-09-03,1197.575,1213.524,1179.607,1184.983,7847640000,188292060000.0
2025-09-04,1189.211,1221.345,1158.395,1180.557,9842312600,233042970000.0
2025-09-05,1180.218,1262.006,1180.218,1262.006,11912909900,287918620000.0
2025-09-08,1278.897,1289.167,1259.698,1285.876,12702572000,310815370000.0
2025-09-09,1275.946,1303.057,1274.295,1283.849,11889141200,268676620000.0
2025-09-10,1270.457,1284.221,1259.236,1273.286,10090647100,228002890000.0
2025-09-11,1269.626,1289.86,1255.901,1288.093,9439058400,221272850000.0
2025-09-12,1287.333,1290.932,1264.789,1280.53,9997457200,231131280000.0
2025-09-15,1282.159,1302.574,1280.107,1280.549,9630407500,240117240000.0
2025-09-16,1280.842,1285.173,1259.148,1285.173,9015643700,202407820000.0
2025-09-17,1283.044,1300.05,1276.14,1292.117,8825756700,203240570000.0
2025-09-18,1290.4,1304.726,1260.622,1274.549,11581323700,258596890000.0
2025-09-19,1271.681,1284.6,1259.919,1263.585,8237324900,191505240000.0
2025-09-22,1265.421,1272.533,1249.37,1267.728,7108005700,164782330000.0
2025-09-23,1268.79,1272.359,1227.276,1253.312,8609508100,201687620000.0
2025-09-24,1246.675,1284.812,1242.686,1284.812,9054510600,215575240000.0
2025-09-25,1282.916,1292.365,1274.341,1274.341,8956285200,216532250000.0
2025-09-26,1269.394,1283.388,1258.979,1259.026,8253491900,201583590000.0
2025-09-29,1268.427,1300.147,1268.427,1296.35,9173111400,224432500000.0
2025-09-30,1298.394,1319.839,1298.063,1310.001,9321453300,232409750000.0
2025-10-09,1322.903,1338.602,1322.331,1329.928,10098957900,258744330000.0
2025-10-10,1326.595,1329.037,1288.97,1292.556,10251920400,251751490000.0
2025-10-13,1233.328,1300.386,1233.328,1297.469,9088824900,215382750000.0
2025-10-14,1309.883,1315.578,1258.747,1263.671,9077801700,215524730000.0
2025-10-15,1267.752,1282.659,1257.903,1282.594,7716289600,170904520000.0
2025-10-16,1279.849,1284.258,1259.726,1264.278,7571821800,162923120000.0
2025-10-17,1264.38,1277.095,1221.435,1222.184,8036458300,167124760000.0
2025-10-20,1238.702,1255.546,1234.527,1243.191,6745562100,146007920000.0
2025-10-21,1249.513,1263.016,1241.99,1262.981,6670391600,149720410000.0
2025-10-22,1257.051,1258.875,1245.632,1250.622,5978610800,122789578000.0
2025-10-23,1247.732,1257.349,1228.712,1255.544,6082819900,131338451000.0
2025-10-24,1260.41,1276.721,1258.847,1276.721,6788330900,155810490000.0
2025-10-27,1287.121,1298.624,1277.413,1289.671,7972407400,191703920000.0
2025-10-28,1286.584,1307.343,1282.775,1297.057,8014197300,185638770000.0
2025-10-29,1297.149,1325.596,1297.149,1325.596,8836736800,220120410000.0
2025-10-30,1324.421,1339.24,1319.105,1325.0,10230096300,253555210000.0
2025-10-31,1324.854,1366.034,1324.854,1339.082,11181711600,263548580000.0
2025-11-03,1337.92,1338.869,1307.721,1331.606,9535958100,210558910000.0
2025-11-04,1329.38,1333.707,1299.544,1308.873,8057471900,171372190000.0
2025-11-05,1288.49,1333.987,1288.49,1329.922,8330624600,192571960000.0
2025-11-06,1333.494,1352.916,1332.187,1349.988,8487028800,189660740000.0
2025-11-07,1347.174,1379.11,1338.829,1366.996,10499819900,243603910000.0
2025-11-10,1376.948,1386.957,1359.299,1366.863,10121151300,244993500000.0
2025-11-11,1370.194,1387.947,1368.825,1378.481,8915162000,210494550000.0
2025-11-12,1374.103,1375.298,1348.735,1367.056,8653523500,196534930000.0
2025-11-13,1369.551,1429.988,1369.551,1419.843,11314793000,290617980000.0
2025-11-14,1407.71,1427.897,1400.387,1414.252,9972760300,245369550000.0
2025-11-17,1416.387,1433.843,1406.449,1428.387,9864857900,257993050000.0
2025-11-18,1426.324,1432.289,1377.914,1385.204,9870461500,250461820000.0
2025-11-19,1384.389,1401.34,1361.743,1370.804,8384090900,204879020000.0
2025-11-20,1375.923,1391.085,1351.34,1353.071,8497969800,209665080000.0
2025-11-21,1326.403,1330.258,1271.019,1271.019,9102547200,194830320000.0
2025-11-24,1281.877,1287.635,1262.672,1279.926,6873700000,152816140000.0
2025-11-25,1292.646,1312.226,1286.817,1305.754,6940535600,155968640000.0
2025-11-26,1306.693,1311.014,1292.544,1294.637,6245295800,137034100000.0
2025-11-27,1294.942,1326.834,1294.942,1316.336,6539407900,151582460000.0
2025-11-28,1314.045,1339.962,1313.784,1338.05,6466541900,151114360000.0
2025-12-01,1343.099,1355.542,1337.523,1341.919,7155030400,167334490000.0
2025-12-02,1340.294,1340.294,1323.878,1327.314,5730993500,123999485000.0
2025-12-03,1331.318,1333.493,1304.148,1309.016,5789239700,120154808000.0
2025-12-04,1309.704,1312.624,1287.845,1297.451,4970098700,105993768000.0
2025-12-05,1297.622,1315.285,1285.251,1314.911,5583873200,114498512000.0
2025-12-08,1317.609,1341.613,1317.609,1337.945,6433492000,144379050000.0
2025-12-09,1333.598,1336.006,1320.084,1322.353,5358431700,118516083000.0
2025-12-10,1321.902,1323.51,1308.005,1319.209,5264383000,116524882000.0
2025-12-11,1323.155,1324.626,1301.802,1301.802,5815407400,130444000000.0
2025-12-12,1303.307,1306.923,1292.073,1301.528,6601976900,145554400000.0
2025-12-15,1297.078,1302.906,1288.892,1290.31,5180959400,116478811000.0
2025-12-16,1289.908,1289.908,1256.638,1264.936,5910583800,118367060000.0
2025-12-17,1267.22,1293.494,1260.162,1292.545,6208966200,140209650000.0
2025-12-18,1284.306,1301.366,1280.135,1280.135,5305572500,122730116000.0
2025-12-19,1284.681,1299.203,1284.681,1296.822,5833005300,122056760000.0
2025-12-22,1301.808,1318.67,1300.649,1313.008,6480794500,142793810000.0
2025-12-23,1311.886,1337.013,1311.45,1328.632,7218519500,174260710000.0
2025-12-24,1327.733,1349.966,1327.733,1349.648,6834182300,170661840000.0
2025-12-25,1346.177,1356.855,1337.41,1354.023,6155042300,147864240000.0
2025-12-26,1363.367,1381.173,1357.64,1367.14,7934355600,198341160000.0
2025-12-29,1368.268,1368.479,1347.738,1355.063,7303949800,183322490000.0
2025-12-30,1344.667,1362.711,1339.13,1354.645,6638877900,163935550000.0
2025-12-31,1357.747,1359.599,1343.308,1347.229,6160107100,144297750000.0
2026-01-05,1352.36,1377.507,1351.095,1377.22,7614539500,194568220000.0
2026-01-06,1385.411,1403.61,1385.411,1401.536,9330860500,237289810000.0
2026-01-07,1402.105,1415.787,1399.175,1406.499,9409807700,226166030000.0
2026-01-08,1402.037,1414.777,1399.77,1408.586,8227617900,196175660000.0
2026-01-09,1407.716,1426.886,1403.611,1419.916,9244766000,213045090000.0
2026-01-12,1424.52,1442.067,1413.026,1441.997,10729599300,258499930000.0
2026-01-13,1443.192,1444.628,1415.5,1419.787,10433508800,245450090000.0
